x1,x2,x3,x4,x5,x6,x7,x8,target
-2.2475720913772865,-1.6705211395971038,2,0,0,0,6,1,0
-2.2475720913772865,-1.6705211395971038,2,0,0,0,6,3,0
1.025939296362913,1.3915242895035393,0,0,0,0,3,5,0
-2.2475720913772865,-1.6705211395971038,2,0,0,0,3,3,0
-0.6920149753128928,-0.03501949314599491,3,0,0,0,5,3,0
0.047753109287828194,0.9422868804323895,0,0,0,0,3,4,0
0.7262985207213807,0.7656210253484381,3,0,0,0,3,4,0
-0.7573056295019798,-0.2332615690603099,1,0,0,0,3,2,0
1.061523099987388,0.5895578579971814,2,0,0,0,4,2,0
0.8528427329660869,-0.2045254179655663,2,0,0,0,3,1,0
0.8008061080501475,-1.1226237486843083,0,0,0,0,5,0,0
-0.648974677190543,0.42578349351550926,0,0,0,0,3,1,0
0.0047745809423835025,0.5632143772012232,0,0,0,0,3,1,0
-2.2475720913772865,-1.6705211395971038,2,0,0,0,6,0,0
0.06354411154102045,0.33843596041648566,2,0,0,0,3,4,0
-0.6431639060345069,-0.8486720397892461,2,0,0,0,3,5,0
-2.2475720913772865,-1.6705211395971038,0,0,0,0,3,0,0
-0.4827213226494599,0.9411236931082951,0,0,0,0,3,3,0
0.31866652654139216,1.1584227551303274,3,0,0,0,3,0,0
0.42945062142136053,0.022422674656861825,0,0,0,0,3,0,0
-0.7443516248595164,0.19459850613225924,1,0,0,0,3,0,0
0.37736546310928015,0.3130085649742186,2,0,0,0,5,2,0
-0.3809026696746299,0.26117139308539333,0,0,0,0,3,3,0
-0.776864588146405,-0.7330042101310313,2,0,0,0,3,1,0
1.0995600461803943,0.19989010442529084,0,0,0,0,3,2,0
-0.041508630467503395,-0.7664895405593899,0,0,0,0,3,2,0
-2.2475720913772865,-1.6705211395971038,2,0,0,0,6,0,0
-0.1297511689038947,0.3786171515550481,0,0,0,0,3,6,0
0.5390346177785931,0.021235379823458946,0,0,0,0,3,0,0
0.5488471880527195,0.19696104204441076,0,0,0,0,3,2,0
-0.356662444366153,0.05144208898597141,2,0,0,0,3,5,0
0.5941376709051973,0.47463736112750865,0,0,0,0,4,2,0
-0.2866287537361111,2.3473990873074007,2,0,0,0,3,2,0
0.5208213578453217,0.22026094979027533,0,0,0,0,3,1,0
0.9468078000200788,-0.7303282765978799,3,1,0,1,3,2,1
2.1645548304422784,3.3518746238755326,2,0,0,0,4,0,0
-2.2475720913772865,-1.6705211395971038,1,0,0,0,3,1,0
0.5651588212826868,0.43888592482422906,0,0,0,0,3,3,0
0.9917100157034368,1.2284852040557483,0,0,0,0,3,2,0
1.2190978008732518,0.4819359095704038,2,0,0,0,3,1,0
0.2736451834311462,0.3958359400780543,0,0,0,0,3,1,0
0.11990903296726492,0.6814315759687217,0,0,0,0,3,1,0
-2.2475720913772865,-1.6705211395971038,2,0,0,0,6,2,0
-0.041508630467503395,0.4091734196025231,0,0,0,0,3,2,0
-1.6592899725103178,-1.0678334069052944,0,0,0,0,3,2,0
2.1645548304422784,-1.6705211395971038,2,0,0,0,3,3,0
0.8119334921469765,1.0569723290863133,0,0,0,0,3,2,0
-0.5740082286619068,-0.007934706438823453,0,0,0,0,3,4,0
0.24623705099280296,1.3429175238619433,2,0,1,0,5,2,0
0.11606607041836041,-0.3790457047211322,0,0,0,0,3,1,0
0.5686796985662985,0.5735263643075781,0,0,0,0,3,1,0
-2.2475720913772865,-1.6705211395971038,2,0,0,0,6,0,0
0.20361149280110424,0.8406797555778771,0,0,0,0,3,3,0
1.5818231672429588,0.4900601402070919,0,0,0,0,3,3,0
0.7827737453206711,-1.0631625769769337,3,1,0,0,3,4,0
-2.2475720913772865,-1.6705211395971038,2,0,0,0,6,0,0
1.013563280347209,0.6878200659352546,0,0,0,0,3,4,0
-0.4399325157616541,0.6038536110166295,1,0,0,0,3,2,0
-0.11757811072659483,-0.8392279230179654,2,0,0,0,3,2,0
-0.8123027915824599,-0.43610215237506705,0,2,0,0,3,4,0
-0.1417830390196967,0.7950201329491442,2,0,0,0,3,4,0
-1.3224505547909253,-0.6984460955384834,0,0,0,0,5,1,0
-0.5396509963216978,1.5373325326736667,0,0,0,0,3,3,0
0.6039325926716371,0.3033474806191685,3,0,0,0,3,0,0
0.9111092810956366,0.9319929739580143,0,0,0,0,4,3,0
2.1645548304422784,-1.6705211395971038,2,0,0,1,3,3,0
-0.776864588146405,2.3473990873074007,2,0,0,0,3,3,0
-2.2475720913772865,-1.6705211395971038,2,0,0,0,6,0,0
-0.041508630467503395,-1.6705211395971038,2,0,0,0,6,1,0
0.3286202848770178,0.8218638445632377,1,0,0,1,3,3,0
0.18026692925775697,0.1710273889066829,3,0,0,0,3,2,0
0.6263814944498541,1.259981664966223,0,0,0,0,3,5,0
-0.7202967088817565,-0.5115044146121398,2,0,0,0,5,0,0
0.9612486914351945,1.6168692327570056,2,0,0,1,3,0,0
0.6378662608273505,1.06138400328962,3,0,0,0,3,5,0
0.21803032358161023,0.31584722419519706,1,0,0,0,3,3,0
0.4171760843248586,0.6566912445417221,0,0,0,0,3,3,0
-0.041508630467503395,2.3473990873074007,2,0,0,0,3,1,0
-2.2475720913772865,-1.6705211395971038,2,0,0,0,3,1,0
-1.799375002278089,-1.2530935890574286,3,0,0,0,3,0,0
0.5601466450994995,1.068965814966881,0,0,0,0,3,5,0
-1.18012416454687,-1.4761061307853804,0,0,0,0,6,4,0
0.8503057599860416,0.3811846012963148,2,0,0,0,3,2,0
0.6938473272113977,2.3473990873074007,2,0,0,0,3,1,0
-2.2475720913772865,-1.6705211395971038,0,0,0,0,3,3,0
0.9693714170982645,1.4268357637619515,3,0,0,0,3,5,0
0.8149646233422668,1.5910802246751217,0,0,0,0,3,0,0
-0.15761816254210734,-0.718907344063373,2,0,0,0,3,3,0
-0.42517395120816737,1.3429175238619433,2,0,0,0,3,2,1
